Original File name/description,File name,,Used images (as of 2/26),Unused images (as of 2/26)
0464-1854 baby shoe of pale blue felt 1854 seen in painting in restaurant + toddler shoe.jpg,0464_image.jpg,,0605_image.jpg,
0465-1854 Eliza Rebecca Robinson Wells in a very elaborate bonnet.jpg,0465_image.jpg,,0606_image.jpg,
"0466-1854 School age boy clothing. Amasa Lyman's son, detail. oil on canvas, maybe Francis or Amasa Mason DUP.jpg",0466_image.jpg,,0607_image.jpg,
"0467-1855 Bonnet of sheer silk with exterior hoops, Jr., c. Boston, from Newhall Dag.jpg",0467_image.jpg,,0608_image.jpg,
0468-1855 Dan Jones.jpg,0468_image.jpg,,0610_image.jpg,
0469-1855 on. drawing of silver cufflink with roped design.jpg,0469_image.jpg,,0610_image.jpg,
"0470-1855, Lewis Williamd, son of Frederick G. Williams II c. 1855.jpg",0470_image.jpg,,0612_image.jpg,
"0471-1855, Swiss doll postcard, 1830 to 1855, Shweiz.Landes Museum in Zurich-.jpg",0471_image.jpg,,0614_image.jpg,
0472-1856 Handcarters Council Bluffs.jpg,0472_image.jpg,,0615_image.jpg,
0473-1857 An adolescent wears total black mourning.jpg,0473_image.jpg,,0619_image.jpg,
"0474-1858, Girl's silk crocheted nightcap, made by Karen Nielsen, pioneer of 1858,9 DUP 900001-600 Donor Pearl Anderson Hamilton.jpg",0474_image.jpg,,0621_image.jpg,
"0475-1859, Adolescent girl in checkered dress cropped hair, Laura M. Chaimberlain, Worcester Historical Museum, R6.1, dag. 1859, Severa.jpg",0475_image.jpg,,0623_image.jpg,
0476-1860 ball gown king and I.jpg,0476_image.jpg,,0624_image.jpg,
0477-1860 ball gown.jpg,0477_image.jpg,,0625_image.jpg,
0478-1860 boy in checked jacket and skirt with pantalets.jpg,0478_image.jpg,,0626_image.jpg,
0479-1860 dress 2 pink.jpg,0479_image.jpg,,0627_image.jpg,
0480-1860 Heber C Kimball with M-cut coat lapel and brightly striped silk tie.jpg,0480_image.jpg,,0627_image.jpg,
0481-1860 men working .jpg,0481_image.jpg,,0628_image.jpg,
0482-1860 men poor man's clothes United American Costume.jpg,0482_image.jpg,,0629_image.jpg,
0483-1860 men poor man's clothing United American Costume.jpg,0483_image.jpg,,0630_image.jpg,
"0484-1860 Mourning dress, probably alpacha, carte de Visite 1860, St. Hist. Soc. of WI #WHi [X3] 45125, Severa.jpg",0484_image.jpg,,0631_image.jpg,
"0485-1860 Overcoat of Henry Stanbury, President Johnson's attorney general of US, Hist. Courts Lawyers Ohio Marshall.jpg",0485_image.jpg,,0632_image.jpg,
0486-1860 pleated garabaldi blouse.jpg,0486_image.jpg,,0633_image.jpg,
"0487-1860 Thomas Job, scholar on a mule, 1860, Brimley, ''Book of Thomas Job''.jpg",0487_image.jpg,,0634_image.jpg,
"0488-1860 Toddler boy in embroidered dress. Heber J. Grant ca. 1860, 2 years old, , HJG exemplar, M J Haslam.jpg",0488_image.jpg,,0635_image.jpg,
"0489-1860-70 girl Cotton Dress and Cropped Wool Sweater. Wool mitts and Wool Tweed Short Coat, UAC.jpg",0489_image.jpg,,0636_image.jpg,
"0490-1860-70 girl ball dress and jacket, United American Costume.jpg",0490_image.jpg,,0637_image.jpg,
0491-1860-70 girl walking 1860's - 1870's Girls - Better Dress Walking Suit -two piece cotton dress w purple velvet caped jacket & cinch belt .jpg,0491_image.jpg,,0639_image.jpg,
"0492-1860-70 men, poor immigrant United American Costume.jpg",0492_image.jpg,,0641_image.jpg,
"0493-1860-70 men, rough clothing from United American Costume Co. online See more.jpg",0493_image.jpg,,0643_image.jpg,
"0494-1860s & before. Samples of hemline decor Windmills , early 1819 blum, p. 12, and postulation of 1852 design, many sources, by Carma.jpg",0494_image.jpg,,0646_image.jpg,
"0495-1860s Baby cap of Ayrshire embroidery and bobbin lace ruffles, mourning ribbon for mother's death, Swain 21, drawn by Carma.jpg",0495_image.jpg,,0648_image.jpg,
"0496-1860s Best dress of printed purple designs, Welsh Elizabeth Job Dress reconstructed from a sleeve only.jpg",0496_image.jpg,,0655_image.jpg,
"0497-1860s Brigham Young's top hat, cane and boots, ''LDS Presidents''.jpg",0497_image.jpg,,0656_image.jpg,
0498-1860s children Ruth Horstman saved to 1850s-60s Civil War Children's clothing.jpg,0498_image.jpg,,0657_image.jpg,
0499-1860s children.jpg,0499_image.jpg,,0662_image.jpg,
0500-1860s Day cap carrying basket became a specialized art in the 19th C. Could hold many caps. WI.jpg,0500_image.jpg,,0665_image.jpg,
"0501-1860s day dress on Jane Manning James, first African-American convert, Church Archives.jpg",0501_image.jpg,,0667_image.jpg,
"0502-1860s day dresses on teen daughters ,Brigham's ten daughters BIG TEN, Pyper, Old Playhouse.jpg",0502_image.jpg,,0670_image.jpg,
"0503-1860s Emma Smith in knitted shawl and neck scarf, .jpg",0503_image.jpg,,0671_image.jpg,
0504-1860s Extremes of Fashion by Dore.jpg,0504_image.jpg,,0673_image.jpg,
0505-1860s family .fitnyc.edu-1860-1869,0505_image.jpg,,0674_image.jpg,
0506-1860s family https..--fashionhistory.fitnyc.edu-1860-1869,0506_image.jpg,,0676_image.jpg,
"0507-1860s Garabaldi dresses for kids, Peterson's Mag. Mar. 1862.jpg",0507_image.jpg,,0678_image.jpg,
0508-1860s girl in fancy dress.jpg,0508_image.jpg,,0679_image.jpg,
"0509-1860s Hair and neckwear of Francis and Ann Elizabeth (Betsy) Webster, at Sherrat library St. George.jpg",0509_image.jpg,,0681_image.jpg,
"0510-1860s Man's heavy woolen coat Jens Christian Andersen Weibye, came on Franklin ship, Pres of co. 210 Saints, Church Archives.jpg",0510_image.jpg,,0684_image.jpg,
"0511-1860s on Beaded bag in taupe and black belonged to Jane Treharne Ashton, Welsh pioneer of 1852, Ashton Lloyd 9 DUP 11385 .jpg",0511_image.jpg,,0687_image.jpg,
"0512-1860s Pioneer best dress apron, green with red trim.jpg",0512_image.jpg,,0688_image.jpg,
0513-1860s rotating broach with picture 3 views.jpg,0513_image.jpg,,0689_image.jpg,
0514-1860s Sam Houston in a bold checked vest 1860.jpg,0514_image.jpg,,0691_image.jpg,
"0515-1860s Thick, short beard on Hirum Winters Great grandfather of Augusta Winters Grant, wife of Heber J. Grant, from Internet.jpg",0515_image.jpg,,0692_image.jpg,
"0516-1860s Winter Ice Skating 1860, Curier and Ives.jpg",0516_image.jpg,,0693_image.jpg,
0517-1860s Women's Corset 1860 Godey's.jpg,0517_image.jpg,,0694_image.jpg,
"0518-1860s women's Pantalets, 1860, plus before and after. from the Met, public domain.jpg",0518_image.jpg,,0695_image.jpg,
0519-1860s-70s baby stocking grayscale.jpg,0519_image.jpg,,0696_image.jpg,
"0520-1860s-70s Corset fully constructed using pre-made sections for eyelets, composite of common sections, drawn by Carma.jpg",0520_image.jpg,,0697_image.jpg,
"0521-1860s-70s Man's evening dress shirt HISTORY OF UNDERCLOTHES descriip p 159 b, -note fuller skirt attached for belly room.-",0521_image.jpg,,0698_image.jpg,
0522-1860s-70s Top hat and beard of late 1860s- 1870s A. P.Fillerup top hat.jpg,0522_image.jpg,,0698_image.jpg,
0523-1860s-80s Baby petticoat with crocheted edges never worn machine hemstitching.jpg,0523_image.jpg,,0699_image.jpg,
"0524-1860s-80s Henry and Flora Maiben, actors in the old Utah Theater, ancestor of Lorie Davis.jpg",0524_image.jpg,,0699_image.jpg,
0525-1860s-Crinoline or hoop skirt 1.jpg,0525_image.jpg,,0700_image.jpg,
"0526-1860s, Small spoon bonnet of blue dyed straw.jpg",0526_image.jpg,,0701_image.jpg,
"0527-1861 Erastus Snow, chesterfield coat, online, signaturebookslibrary.org",0527_image.jpg,,0702_image.jpg,
0528-1861 George A. Smith from Wikipedia.jpg,0528_image.jpg,,0703_image.jpg,
"0529-1861 Variety of coats, hats and trousers. 1861 Debate over slavery in Missouri, State Hist. Soc. of MO.jpg",0529_image.jpg,,0704_image.jpg,
"0530-1862, school children, by Albert Anker site Eclecticlightco.jpg",0530_image.jpg,,0706_image.jpg,
"0531-1863 Emigrants to America leave Plymouth, England Cross 107 Church archives.jpg",0531_image.jpg,,0713_image.jpg,
"0532-1863 Farmer, gentleman and common laborer, by Oliver Wendell Holmes in Atlantic Monthly Magazine, 1863in Newhall Hist.jpg",0532_image.jpg,,0714_image.jpg,
"0533-1863 Sisterls in plaid dresses, tintype probably , matching mothers' fabric, Mary Irene C. Sanders, S.jpg",0533_image.jpg,,0715_image.jpg,
0534-1864 Collar embroidered imitation Honiton lace Godies vol 51 Oct 1855.jpg,0534_image.jpg,,0717_image.jpg,
0535-1864 dress of Austrian princess Pauline Metternich from media.getty.edu,0535_image.jpg,,0717_image.jpg,
0536-1864 dress of French princess Pauline Metternich from media.getty.edu,0536_image.jpg,,0718_image.jpg,
"0537-1864 Engageants worn beneath bell sleeves, Godeys p 28.jpg",0537_image.jpg,,0720_image.jpg,
0538-1865 American Afternoon Dress from the MET museum.jpg,0538_image.jpg,,0721_image.jpg,
"0539-1865 Lining of plaid silk dress, 1865.jpg",0539_image.jpg,,0722_image.jpg,
"0540-1865 Plaid day dress with lined bodice and skirt. 1865 lace collar added years later, Fairview.jpg",0540_image.jpg,,0722_image.jpg,
"0541-1865 Small, slender shoe sole of 1865.jpg",0541_image.jpg,,0725_image.jpg,
"0542-1865 Western couple in best clothes. John Henry and Sarah Farr Smith in Builders of the Kingdom, by Pusey.jpg",0542_image.jpg,,0726_image.jpg,
"0543-1866 Best silk satin dress over large petticoats, Eliza R. Snow, in 1866.jpg",0543_image.jpg,,0727_image.jpg,
"0544-1866 Joseph F. Smith 27, 1866.jpg",0544_image.jpg,,0728_image.jpg,
"0545-1867 Day dress and hair design of wealth, Hannah Tapfield King.jpg",0545_image.jpg,,0729_image.jpg,
0546-1868-79 Maternity Visiting costume.jpg,0546_image.jpg,,0729_image.jpg,
"0547-1869 Hunting shirts of 1869, Adirondack mountains, in 'American Heritage' August 1969.jpg",0547_image.jpg,,0730_image.jpg,
0548-1869 Three-teired wedding dress.jpg,0548_image.jpg,,0731_image.jpg,
0549-1869 Toddler girl dress of dark stripes on Margaret Jane Neel.jpg,0549_image.jpg,,0732_image.jpg,
0550-1870 ball gowns.jpg,0550_image.jpg,,0733_image.jpg,
0551-1870 City dresses.jpg,0551_image.jpg,,0734_image.jpg,
0552-1870 blue & green evening dress.jpg,0552_image.jpg,,0735_image.jpg,
0553-1870 brown dress.jpg,0553_image.jpg,,0736_image.jpg,
0554-1870 gown taupe & rose chopped.jpg,0554_image.jpg,,0739_image.jpg,
0555-1870 hats and accessories.jpg,0555_image.jpg,,0741_image.jpg,
0556-1870 late walking dress maroon.jpg,0556_image.jpg,,0743_image.jpg,
0557-1870 simple 3 tone dress.jpg,0557_image.jpg,,0744_image.jpg,
0558-1870 walking dresses.jpg,0558_image.jpg,,0745_image.jpg,
0559-1960s Men face hair.jpg,0559_image.jpg,,0746_image.jpg,
0560-A 1858 opera singer.jpg,0560_image.jpg,,0747_image.jpg,
"0561-a Very high cravat to button around the collar, black satin, ca. Rochester Hist. Soc. of Silas O. Smith family exhibit catelog.jpg",0561_image.jpg,,0748_image.jpg,
"0562-Actor, Salt Lake actor, 1860s paper decor.jpg",0562_image.jpg,,0749_image.jpg,
0563-African Davies Couple.jpg,0563_image.jpg,,0750_image.jpg,
0564-American Naval Uniforms 1810.jpg,0564_image.jpg,,0751_image.jpg,
"0565-Apothecary in apron, with scales 1840 early American.jpg",0565_image.jpg,,0752_image.jpg,
"0566-Ball gown Bell sleaves in blue satin, Woodside, Rochester Historical Society.jpg",0566_image.jpg,,0753_image.jpg,
"0567-Ball gown bodice, blue satin, with bell sleeves, V neck, Woodside, Rochester Historical Society.jpg",0567_image.jpg,,0754_image.jpg,
"0568-Ball gown Shirred bodice point with added peplum for overlapping skirt, Woodside, Rochester Historical Society.jpg",0568_image.jpg,,0755_image.jpg,
"0569-Best dress for entertaining, 1840s by Betty Robinson, model Molly Hansen Lysenko, Nat'l Prize, calico.jpg",0569_image.jpg,,0756_image.jpg,
"0570-Black crocheted wool Shawl. late 1850s. Thomas Job trunk, , .jpg",0570_image.jpg,,0757_image.jpg,
"0571-Bonnet of 1844 black shirrd silk on coal scuttle shape, satin ribbons, Lucy Mack Smith at martyrs' funeral, by Carma, photo by Joseph R. Putnam.jpg",0571_image.jpg,,0758_image.jpg,
0572-boy's dress 1860.jpg,0572_image.jpg,,0759_image.jpg,
"0573-Boy's straw hat, Garges title page.jpg",0573_image.jpg,,0760_image.jpg,
0574-British immigrants to nauvoo wear besd day caps and collars.jpg,0574_image.jpg,,0761_image.jpg,
0575-British stock tie showing late 1840s horizontal effect on square bow.jpg,0575_image.jpg,,0762_image.jpg,
"0576-CCC - B American smock 6X5 sketch drawn from photo by Carma from Bryan Weston , Miss. Nauvoo, May 2009.jpg",0576_image.jpg,,0763_image.jpg,
"0577-Child pioneer, Mary E., tintype SLC, DUP.jpg",0577_image.jpg,,0764_image.jpg,
"0578-Child's smock, tamo'shanter.jpg",0578_image.jpg,,0765_image.jpg,
0579-clerical collar.jpg,0579_image.jpg,,0766_image.jpg,
"0580-Cloak, Joseph Smith remanant goat hair, MCHA.jpg",0580_image.jpg,,0767_image.jpg,
"0581-Collar yoke for a nightgown, embroidered by Minerva Wade Hickman, daughter of Moses Wade of the Mormon Battalion, donor, Maria K. Nash.jpg",0581_image.jpg,,0768_image.jpg,
0582-Corsets 1840s - 1860s.jpg,0582_image.jpg,,0769_image.jpg,
0583-Council of twelve 1844.jpg,0583_image.jpg,,0770_image.jpg,
0584-Crinoline with a flounced dress and new style bonnet from PUNCH Nov. 1856.jpg,0584_image.jpg,,0772_image.JPG,
"0585-Danish cleaning woman Upplans, 1860, New Rococo.jpg",0585_image.jpg,,0774_image.JPG,
"0586-David Whitmer's spectacle rims of heavy gold misisng temple bars, Museum of Community of Christ, Ind., MO by Weber;.jpg",0586_image.jpg,,0775_image.JPG,
"0587-Doll porcelain head 1840s, John Taylor Home, Nauvoo, photo by Vikki Clarke.jpg",0587_image.jpg,,0777_image.JPG,
"0588-Dress 1830 The Museum of Fine Arts, Boston.jpg",0588_image.jpg,,0778_image.JPG,
"0589-Dress for a small child, wool with cotton lining CIU.jpg",0589_image.jpg,,0781_image.JPG,
0590-Eliza R. Snow in an unflattering corset.jpg,0590_image.jpg,,0782_image.jpg,
"0591-Emma Smith in her formal black velvet riding habit, Maudsley MCHA.jpg",0591_image.jpg,,0783_image.JPG,
"0592-Eng mourning handkerchiefs, 1840-41 after Tozer 114, Masson and Reveley 55, by Carma.jpg",0592_image.jpg,,0785_image.JPG,
"0593-Faced hemlines, square toed shoes were squared in 1840s. Shown beneath. 1847 cost. MCHA, polished cambrick.jpg",0593_image.jpg,,0787_image.JPG,
"0594-Fancy Day cap for Emma Smith's party, Molly Lysenko, by Betty Robinson finished copy (2).jpg",0594_image.jpg,,0788_image.jpg,
"0595-Farm father with hayrake and one suspender, talks with daughter. Ron Reed, father model with Lana Higbee, small girl. Photo Wayne Keys.jpg",0595_image.jpg,,0791_image.jpg,
"0596-farmer wears a work smock, David Whitmer young, drawing by Robert Barrett for Grandin 1830.jpg",0596_image.jpg,,0793_image.JPG,
0597-Fashion Doll of 1840s with porcelain head and pink dress.jpg,0597_image.jpg,,0794_image.JPG,
"0598-First triplets in Utah b. 7-24-1850, T Rhoades father, Mary Miranda White mother, Benjamin, Adeline, Adelade, W M Nielson.jpg",0598_image.jpg,,0798_image.JPG,
0599-Flora Louise Madison.jpg,0599_image.jpg,,0800_image.JPG,
"0600-Frederick Granger Williams Smith as a young boy, gouache on paper, Bule ''S M Nauvoo Profilist''.jpg",0600_image.jpg,,0802_image.jpg,
"0601-French fashion plate oil painting, Jules David. Wealthy mother and children 1870s.jpg",0601_image.jpg,,0803_image.JPG,
"0602-George A. Smith byS. Maudsley gouache on paper, 1844.jpg",0602_image.jpg,,0804_image.JPG,
0603-giant hoop crinoline.jpg,0603_image.jpg,,0804_image.JPG,
0604-girl's plaid hood.jpg,0604_image.jpg,,0805_image.JPG,
"0605-Girls day dresses and aprons, Making cookies, Grama Trooley's.jpg",0605_image.jpg,,0806_image.JPG,
"0606-Gold miner, Wife and Family welcome home, Frank Lerner, courtesy Everett L Millard, in ''The Forty-Niners'' NY Time Life Books.jpg",0606_image.jpg,,0806_image.JPG,
0607-Hairstyles 1860.jpg,0607_image.jpg,,0806_image.JPG,
0608-Hyrum Smith Portrait Eldred G. Smith owner.jpg,0608_image.jpg,,0807_image.jpg,
"0609-Hyrum Smith's parade sword and eppiletts, Nauvoo Legion, MCHA.jpg",0609_image.jpg,,0810_image.JPG,
0610-internal organs deformed by corsets.jpg,0610_image.jpg,,0811_image.jpg,
"0611-Irish William Black, John Taylor's companion, first baptism Ireland Loughbrickland, in ''Truth Will Prevail,'' by B A Barlow.jpg",0611_image.jpg,,0812_image.jpg,
0612-Jim Bridger dagguereotype ca. 1850s.jpg,0612_image.jpg,,0813_image.JPG,
0613-Jim Bridger.jpg,0613_image.jpg,,0814_image.JPG,
"0614-Joseph and Hyrum, martyrs engraving. England.jpg",0614_image.jpg,,0815_image.JPG,
0615-Joseph Smith III.jpg,0615_image.jpg,,0816_image.jpg,
0616-Joseph Smith preaching in the Nauvoo Grove Gen Con 1844 Litho George Lloyd.jpg,0616_image.jpg,,0817_image.JPG,
0617-La Belle Assemblee 1831.jpg,0617_image.jpg,,0818_image.jpg,
0618-Laundry by hand.jpg,0618_image.jpg,,0819_image.JPG,
"0619-Lavish outerwear, The Royal LadiesMagazine Dec.jpg",0619_image.jpg,,0820_image.JPG,
0620-LDS Church Presidency of 1847.jpg,0620_image.jpg,,0822_image.jpg,
"0621-Levi Gregory Metcalf, Pioneer.jpg",0621_image.jpg,,0824_image.JPG,
"0622-Lost Ad, Jane Manning.jpg",0622_image.jpg,,0826_image.jpg,
0623-m 1850 men fashion plates 1.jpg,0623_image.jpg,,0827_image.JPG,
0624-m 1850s men fasion plate 2.jpg,0624_image.jpg,,0828_image.JPG,
0625-m .jpg,0625_image.jpg,,0829_image.jpg,
0626-m 1850 John Taylor from Church site.jpg,0626_image.jpg,,0830_image.jpg,
0627-m 1850 Long frock coat .jpg,0627_image.jpg,,0831_image.JPG,
0628-m 1850 Reynolds Cahoon.jpg,0628_image.jpg,,0832_image.jpg,
0629-m 1850s Heavy silk vest with blue-black stripes worn by Albert Gregory in the .jpg,0629_image.jpg,,0833_image.jpg,
"0630-m 1850s Men's short, caped paletots in two styles, button down front 1854; cloak with arm slits 1852, Cunnington.jpg",0630_image.jpg,,0835_image.JPG,
"0631-m 1850s-60s General Thomas L Kane, 1822-83, negotiated Utah War, E. Cambell.jpg",0631_image.jpg,,0836_image.jpg,
0632-m 1854 The English mode of suit Samuel W. Richards with beard.jpg,0632_image.jpg,,0837_image.JPG,
"0633-m 1859 Photographer with beard and sack coat in studio, dag. 1859, Bancroft Library (1905.16242), Severa.jpg",0633_image.jpg,,0838_image.jpg,
"0634-m 1861-65 American Civil War uniform imitates Zouave Zouave Sergt Francis Brownell, 11th N.Y. Regt. 1861.jpg",0634_image.jpg,,0839_image.JPG,
0635-m 1861-65 Illustration of Zouave Uniform .jpg,0635_image.jpg,,0840_image.JPG,
0636-m 1861-65 U.S. Civil War uniforms.jpg,0636_image.jpg,,0841_image.JPG,
"0637-Man's middle class clothing ust before longer wiastlines in 1840s, elastic in suspenders, this embroidery by a bride after Tozer.jpg",0637_image.jpg,,0842_image.jpg,
0638-Mary Ann Stearns Pratt 1833-1912 website httpwww.findagrave.comcgi-binfg.cgipage=gr&GRid=38687,0638_image.jpg,,,
"0639-Mary Fielding Smith by Sudcliff Modsley, in Bule ''S M Nauvoo Profilist''.jpg",0639_image.jpg,,,
0640-Mary Isabella Horn and 5 children dagguereotype.jpg,0640_image.jpg,,,
"0641-Men's clothing 1846 Defense of Nauvoo, detail.jpg",0641_image.jpg,,,
0642-Millie Mae Neel in little girl's dress.jpg,0642_image.jpg,,,
0643-mobcap.jpg,0643_image.jpg,,,
"0644-Mormon Pioneers by C. C. A. Christensen, from 175-foot scenic roll of Church Events, common red wool shirts, every kind of hat, BYU Art Gallery.jpg",0644_image.jpg,,,
"0645-Mourning mother and child, American dag., c. 1850, Collection B. & N. Newhall, Rochester NY, from Newhall Hist.jpg",0645_image.jpg,,,
0646-Nauvoo extr poor men LDS Archives.jpg,0646_image.jpg,,,
0647-Nauvoo Ferry ad.jpg,0647_image.jpg,,,
"0648-Nauvoo Legion coat, John Leavitt's Davis County Militia, donor John W. Leavitt #1690c, DUP.jpg",0648_image.jpg,,,
0649-Nauvoo Neighbor ads.jpg,0649_image.jpg,,,
"0650-News Boy, Very young British.jpg",0650_image.jpg,,,
0651-Newspaper Ad for school.jpg,0651_image.jpg,,,
0652-newspaper ad Grant & Watt Tailors.jpg,0652_image.jpg,,,
0653-Newspaper Ads for Leather and Weaving ''The Wasp'' 1843.jpg,0653_image.jpg,,,
0654-Newspaper Curley hair ad.jpg,0654_image.jpg,,,
"0655-Old Green Store in Worcester, Mass., 1847, West India goods, Worc. Hist. Soc., lithograph.jpg",0655_image.jpg,,,
"0656-old woman with stenciled walls by Dr. Jacob Maentel 1841 in Indiana, AA Rockafeller Folk Art Center, Williamsburg.jpg",0656_image.jpg,,,
"0657-Parisian style Riding habit 1840, from L. Kybalova, figure 423.jpg",0657_image.jpg,,,
0658-peaked felt hat and check shirt on school age boy.jpg,0658_image.jpg,,,
"0659-Pennsylvania 1845 picnic FIXED on the Wissahickon, oil on canvas, artist unknown, from Greenfield vill. H Ford Mus.jpg",0659_image.jpg,,,
"0660-Pocket book of striped linen and binding improved on a waistline pocket tied on, after Fennely, 'The Garb' by Carma.jpg",0660_image.jpg,,,
"0661-Poor man in shabby clothes and canvas gaiters, from Little Dorrit.jpg",0661_image.jpg,,,
0662-Portrait of Countess Emilia Sommariva Seillere by Charles Boulanger De Boisfremont 1830s.jpg,0662_image.jpg,,,
0663-pregnant pioneer woman 2 boys.jpg,0663_image.jpg,,,
"0664-RE-DRAW Contentment better than Wealth, minister visiting large family.jpg",0664_image.jpg,,,
0665-Regency common folk buy a broom bonnet box-Colorized.jpg,0665_image.jpg,,,
0666-Regency servant clothing.jpg,0666_image.jpg,,,
"0667-Relief Society, Lynde Mott.jpg",0667_image.jpg,,,
"0668-Riser shoe shop Nauvoo, bottle of wooden pegs, made by Don Enders, LDS Hist Sites.jpg",0668_image.jpg,,,
"0669-Riser shop boot and shoe lasts, Nauvoo.jpg",0669_image.jpg,,,
"0670-S. Maudsley, Lt. General Joseph Smith, Nauvoo Legion uniform, gouache on paper, bicorn hat with black osterich plume, MCHA.jpg",0670_image.jpg,,,
"0671-School boy, wealthy 1860 on.jpg",0671_image.jpg,,,
0672-shoe shine boy New York City.jpg,0672_image.jpg,,,
0673-Shoes of 1860s on.jpg,0673_image.jpg,,,
"0674-Shoes, ribbon-laced slipper and boottee, sole straight lacing act siz heel girls bootee emb. from E Wil.jpg",0674_image.jpg,,,
0675-smock 4.5 X 8.5 Carma sketch for home page button.jpg,0675_image.jpg,,,
"0676-Smock, Simple straight American smock, collection of Old Sturbridge Village, MA. l. .jpg",0676_image.jpg,,,
"0677-Smock, Simple straight American smock, collection of Old Sturbridge Village, MA. .jpg",0677_image.jpg,,,
0678-something.jpg,0678_image.jpg,,,
"0679-standup collar of fine linen reproduced for Nauvoo restoration, Lyon, Drug & Mercantile store,.jpg",0679_image.jpg,,,
0680-straw bonnet and plaid shawl LDS archives Nauvoo extract.jpg,0680_image.jpg,,,
"0681-Suttcliffe Maudsley's drawing in Nauvoo of Hyrum Smith 1844, from BYU Library Collection.jpg",0681_image.jpg,,,
0682-teen daughters of Brig Young.jpg,0682_image.jpg,,,
0683-Three British handcart girls.jpg,0683_image.jpg,,,
"0684-tiny girl, drawing of daguerreotype, internat'l fashion Danish,1850.jpg",0684_image.jpg,,,
"0685-Trousers Hyrum Smith martyrdom, dyed-bone buttons, Coll. of Eldred G. Smith.jpg",0685_image.jpg,,,
"0686-Two young Children and dog by Matthew Prior, 1845, Old Sturbridge Village, Sturbridge, MA.jpg",0686_image.jpg,,,
"0687-w 1840s-50s Best Irish silk dress, historic reproduction, blonde lace, Amelda Brown in 'Little Dorrit.' photo by Snowdon.jpg",0687_image.jpg,,,
"0688-w 1840s-50s two-piece Dress of red and green plaid wool. Brooklyn Museum, NY by Carma.jpg",0688_image.jpg,,,
"0689-w 1840s-50s Wedding gown cream figured silk of 1840, lace mits, ivory fan, fancy cut edgeshemed, Cinncinati Musuem of Art, .jpg",0689_image.jpg,,,
"0690-w 1850 WORK miners, relaxing.jpg",0690_image.jpg,,,
"0691-w 1850s Ball gown in blue satin with ruffles added in bosom of ball gown, , Rochester Historical Soc, NY.jpg",0691_image.jpg,,,
"0692-w 1850s Day dress has fabric of unusual vertical stripes and second flounce, Historic Cherry Hill, Albany, NY.jpg",0692_image.jpg,,,
"0693-w 1850s Hairstyles and dresses of Four Unidentified Women- , daguerreotype, George Eastman House Collection.jpg",0693_image.jpg,,,
"0694-w 1850s Maternity dress front & back, paisley type flower print border, Historic Cherry Hill, Albany, NY.jpg",0694_image.jpg,,,
"0695-w 1850s White wedding dresses of the wealthy in white silk and lace, shoulder flounce, American dag. c. 1850 in Newhall Hist.jpg",0695_image.jpg,,,
"0696-w 1850s Woman's Wool challis printed gown 1850s, velvet covered buttons, bell sleeves, model April Engles, BYU CIU collection.jpg",0696_image.jpg,,,
"0697-W 1850s WORK Father and son cut logs, Woodsawyer's Nooning, Getty Museum Free.jpg",0697_image.jpg,,,
"0698-W 1850s WORK Lumberjack and supervisor in Minnesota forests 1859, Holzhuber, in 'American Heritage' June 1965.jpg",0698_image.jpg,,,
"0699-W 1850s WORK Lumberjack in Minnesota, Holzhuber, in 'American Heritage' June.jpg",0699_image.jpg,,,
"0700-W 1850s1850 WORK Vest and cap worn by Farm hand, African-American at Mounts, Long Island, banjo, in 'W S M Works in the Collection'.jpg",0700_image.jpg,,,
0701-w 1851 Fringe and tassels on women's gown.jpg,0701_image.jpg,,,
"0702-W 1854 WORK warm wool coat is needed while Fishing through ice, Arthur Fitzwilliam Tate, 1854, 'American Heritage' August 1969.jpg",0702_image.jpg,,,
"0703-W 1855 ACCESSORY Wooden leg, John Rowe Moyle DUP.jpg",0703_image.jpg,,,
"0704-W 1856 WORK Camp in the Adirondacks by Frederick Rondel, 1856, artist paints, in 'American Heritage' August 1969.jpg",0704_image.jpg,,,
"0705-w 1860 Mourning dress, probably alpacha, carte de Visite 1860, St. Hist. Soc. of WI #WHi [X3] 45125, Severa.jpg",0705_image.jpg,,,
"0706-Washable gaiter boot with buttons 1860 tassels for adult, Mr. Godey's Ladies.jpg",0706_image.jpg,,,
0707-welsh children caps and shawls.jpg,0707_image.jpg,,,
0708-Welsh children folkwear.jpg,0708_image.jpg,,,
0709-Welsh children tall hats.jpg,0709_image.jpg,,,
0710-Welsh clothing family.jpg,0710_image.jpg,,,
0711-Welsh immigrants on ship.jpg,0711_image.jpg,,,
0712-Welsh Mormon immigrants.jpg,0712_image.jpg,,,
"0713-Wild hair on British actor,Edwin Forrest 1844,.jpg",0713_image.jpg,,,
"0714-Willard and Jennetta Richards with their son Heber John, family 1844, NOAL.jpg",0714_image.jpg,,,
0715-William McKee Fausett & wife.jpg,0715_image.jpg,,,
"0716-Winter clothing for children on skating pond Utah, D. Weggeland, EM 1862, Norway.jpg",0716_image.jpg,,,
"0717-Woman's Leghorn hat with feathers and ribbon, 1860, Mr. Godey's Ladies.jpg",0717_image.jpg,,,
"0718-Women's shoes of the Civil War, 1863-1868,.jpg",0718_image.jpg,,,
"0719-Wool Coat on a young man who6th size dag., Mead brothers, Rinhart Coll. Ohio State U, Columbus, from 'The American Dag.' (2).jpg",0719_image.jpg,,,
