Original File name/description,File name,,Used images (as of 2/26),Unused images (as of 2/26)
"1830 - `39, Basic Bonnet shapes.  donated by Nordiska museet.JPG",1012_image.jpg,,,
1830-1839 Corsets...2 Corsets and chimise from MET Museum.jpg,1013_image.JPG,,,
"1830-39 Middle class, nicer day or evening dresses. Diagonal gathers Two yellow dresses with fullness lower sleeves.jpg",1014_image.jpg,,,
1830s Hairpiece elaborate on form and on women.jpg,1015_image.JPG,,,
1835-39 High fashion plate and Portrait of a lady from Cleveland Art org..jpg,1016_image.jpg,,,
1839- '40s American day caps  hand stitching & Susan MacArthur.jpg,1017_image.jpg,,,
1850 a pair of brothers relax after a day of mining for gold.JPG,1018_image.jpg,,,
"2 Redingotes with large, folded collars, from digitalgallery.nypl.org.jpg",1019_image.JPG,,,
"24 1820-80 Cloaks like this were used... part-goat hair brown, prob replaced velvet collar, Ontario Cty Hist Soc, Canandaigua, NY, photo by Carma.jpg",1020_image.jpg,,,
"25 1820-40 man's unlined, Red, wool cape, Ontario County Hist Soc, Canandaigua, NY, photo Carma.jpg",1021_image.jpg,,,
"26 Once fashionable, now shabby...Poor man in shabby clothes and canvas gaiters, from Little Dorrit.jpg",1022_image.jpg,,,
"28 Modern actor models...1830 men's clothing, full pants..JPG",1023_image.jpg,,,
"41Extreme Hair - Dandy to Missionary, William Young Black .jpg",1024_image.jpg,,,
"43 1820-50 . Men's corsets were worn during all early 1800s, but especially the 1830s - 50s by obese men.JPG",1025_image.jpg,,,
51 1830 - common dresses of middle class women...orange  & brown dresses.jpg,1026_image.jpg,,,
"9 1830s to 1860s. Tanners work hard in unpleasant..., America Trades and Occupaions 1840s.jpg",1027_image.JPG,,,
"A fine commercial Straw top hat for hot weather , 1847 , denim apron maternity ,  docent MCHA.jpg",1028_image.jpg,,,
"A flax spinner in a short gown, ca. 1840.jpg",1029_image.jpg,,,
"A hinged parasol, folded flat against a woman's skirt.... 1840s-65. in Street scene of theater goers, Paris fashion in Germany, flat fold parasol.jpg",1030_image.jpg,,,
A Popular hair style of all decades of the mid-1800s...with side ringlets detail by  Walmsley for 'Gody's Ladies' Book' 1848.jpg,1031_image.jpg,,,
A Romantic depiction of a girl'Dusting cupid' engr. by Walmsley for 'Gody's Ladies' Book' 1848.jpg,1032_image.jpg,,,
"A seamstress wears a fashionable silk.... in two long ringlets, 6th plate dag., Minnesota Hist. Society, St. Paul, MN.jpg",1033_image.jpg,,,
A woman in mourning with very expensive... Lezin Becknell.JPG,1034_image.JPG,,,
A young woman in mourning Maudsley from Chadwicks.jpg,1035_image.jpg,,,
Add-on hairpieces give glamor and style1830s two hairpieces in protective box. extantgowns.blogspot.com.jpg,1036_image.jpg,,,
"Amy Hyde wears a typical - daughter of John Hyde, minister, Rochester, NY, Eastman Museum.jpg",1037_image.jpg,,,
An antique Christening gown with handmade smocking...1830s Infant Christening Gown.JPG,1038_image.JPG,,,
"An engaged couple wears..., Mr. Gallie and Miss Munro, fiances, stiff standing pose, lined silk shawl, many plaids, typical 1844, Scotish Nat'l Portrait Gallery in Bruce.jpg",1039_image.jpg,,,
"An illustrated certificate for a personal event called... in Ger potter township centre cty., PA, from 'American Radiance'.jpg",1040_image.jpg,,,
"An ornate bonnet called a Jewess cap... black and white, lace and velvet Ed. Robert Kunciov, Mr. Godey's Ladies,.jpg",1041_image.jpg,,,
black lace day cap for mourning on head.jpg,1042_image.jpg,,,
bonnet of stiffened lining - text on original drawing by Carma Danish.jpg,1043_image.jpg,,,
"British or American store Clerk of 1800s... with eyeglasses, Work Class Cost., White.jpg",1044_image.jpg,,,
"Ca. 1825, women's coat and warm over-dress.jpg",1045_image.jpg,,,
"Ca. 1830s - 40s, 3 pairs antique ladies shoes or booties.... C. A. Whitaker  auction Co..JPG",1046_image.JPG,,,
"Common hats and shirts on Raftsmen playing Cards,Dual image,  George Caleb Bingham, 1847, St. Louis Art Musuem, examples of hats.jpg",1047_image.jpg,,,
"Common sunbonnet in light cotton stiffened witih slats, generous curtain and brim edge with folded faggoting self decor,.jpg",1048_image.jpg,,,
Corsets deform internal organs. 1700s through early 1900..jpg,1049_image.jpg,,,
"Day Caps were worn indoors for decades, and worn outdoors under bonnets.jpg",1050_image.jpg,,,
"Day dress made of sheer barege,  1838  CALICO CHRONICLE p 32.jpg",1051_image.jpg,,,
"Dress of ""book muslin"", tiny prints, tropical fiber hat, Sophie Ward in 'Little Dorrit.' photo by Snowdon.jpg",1052_image.jpg,,,
Eel spearing at Setauket... by William Sydney Mount.jpg,1053_image.jpg,,,
"Emma Smith and Jane Manning work together..., oil by Lynde Madsen Mott, washday, Jane scrubbing little Silvester at Mansion house, 2003.jpg",1054_image.jpg,,,
Emma Smith in shawl and chemisette.JPG,1055_image.JPG,,,
"Engaged couple wears elegant... ALSO Woman in a plaid dress and man in a black suit,  sixth-size dag., by Nathaniel C. Jacuith, Renhart Coll., Ohio State U,.jpg",1056_image.jpg,,,
"French creole woman with elaborate hair ca. 1830s the forgotten Creole culture of America. Home brewed mixture of African, French, Spanish, and Native American. ..JPG",1057_image.JPG,,,
gingham work dress of Beige and red.jpg,1058_image.jpg,,,
"H Irish William Black, John Taylor's companion, first baptism Ireland Loughbrickland, in ''Truth Will Prevail,'' by B A Barlow.jpg",1059_image.jpg,,,
"Hyrum Smith LDS Apostle,detailed drawing.JPG",1060_image.JPG,,,
Hyrum Smith Portrait Eldred G. Smith owner.jpg,1061_image.jpg,,,
"Infant in a long gown with an African American nursemaid, 1830s - '39.JPG",1062_image.JPG,,,
"Julia Murdock Smith, post mourning. private collection.jpg",1063_image.jpg,,,
Lace maker's best day cap and collar.jpg,1064_image.jpg,,,
Late 1830s ball gowns in blue and yellowLa Belle Assemblee 1831.JPG,1065_image.JPG,,,
Leonora C Taylor in1840s day cap with long lappets.jpg,1066_image.jpg,,,
"man's long underdrawers, Godeys 1850-70.jpg",1067_image.jpg,,,
"Marianne Abel wore a pioneer prairie dress 1860s. original, high quality cotton twill, wrapper dress, bone buttons, palm leaf hat, 150 years old, Judelka Castro, Putnam.jpg",1068_image.jpg,,,
"Martha Seed Thornley with a snood, lace collar, and broaches.jpg",1069_image.jpg,,,
"Mary Miranda White Rhoades wears a...., W Mike Nielson.jpg",1070_image.jpg,,,
Mary Stretten Blood Wooley in day cap and plaid dress.JPG,1071_image.JPG,,,
"Men of 1830s in fashion plate, exaggrated detail Left man macherones over sleeves.JPG",1072_image.JPG,,,
"Men's basic shirt & high collar 1800-1840, whole page..JPG",1073_image.JPG,,,
"men's knee length under drawers, back  the MET, England.JPG",1074_image.JPG,,,
"men's underwear or drawers, Godeys 1869.jpg",1075_image.jpg,,,
Mormon Handcarts - CHANGE TO  Handcart pioneers  through Iowa 1856 engraving.png,1076_image.png,,,
"Mourning clothes on a family, widow and 2 girls, ca. 1840s-50s.JPG",1077_image.JPG,,,
mourning clothing and handkerchief 1845 Rinhart -p. 184cBB.jpg,1078_image.jpg,,,
Mrs Crampton wears a unique.jpg,1079_image.jpg,,,
Pantalets under chemises.jpg,1080_image.jpg,,,
Portraits of an African-American abolitionist ... William & Nancy Lawson.jpg,1081_image.jpg,,,
"Print dress with bell-shaped sleeves,  engageants and folded linen.jpg",1082_image.jpg,,,
"Rebecca Swain Williams' day cap...   Nancy Clement Williams After One Hundred Years, (Zion's Printing and Publishing Co. MO, 1951)..jpg",1083_image.jpg,,,
"Rigby women, in Scotland with parasol wavy stripes.jpg",1084_image.jpg,,,
Sarah de Armon Pea Rich.jpg,1085_image.jpg,,,
Scottish Lady Ruthven wearing lace shawl.jpg,1086_image.jpg,,,
"typical 1850   dresses ranged from gowns..., from Vintage Dancer, good article..JPG",1087_image.JPG,,,
"Upper-Class Summer Dresses, ca. 1830s-50s, embroidered ayershire lace..JPG",1088_image.JPG,,,
w 1830-39 Dresses for working women.jpg,1089_image.jpg,,,
William Wines Phelps was talented.JPG,1090_image.JPG,,,
"woman selling home-baked bread... in headscarf, neckscarf, skirts tucked up.jpg",1091_image.jpg,,,
"Working men in a Tinsmith's shop, wool cap and paper hat.jpg",1092_image.jpg,,,
"x Weddng suspender, one of pair. embroidered by fiance for wedding, drawn by Carma.jpg",1093_image.jpg,,,
"Y 1840s-50s musician wears a felt hat with an upward curved brim. Just in tune, W S Mount, Stoneybrook, Painter of Rural America sharpen sleeve and jaw.jpg",1094_image.jpg,,,
